Order ID,Order Date,Customer ID,Customer Name,Product,Category,Sub-Category,Region,State,City,Quantity,Sales,Discount,Profit
ORD01361,2024-11-21,CUST1095,Customer 0036,Pen Set,Office Supplies,Office Supplies - Pen Set,West,Maharashtra,Nagpur,1,153.86,0.02,38.74
ORD01362,2024-05-26,CUST0008,Customer 1153,Printer Paper,Office Supplies,Office Supplies - Printer Paper,North,Punjab,Ludhiana,2,1104.0,0.08,205.87
ORD01363,2024-02-06,CUST1321,Customer 0791,Monitor,Technology,Technology - Monitor,East,West Bengal,Siliguri,2,15436.8,0.2,1466.14
ORD01364,2024-08-31,CUST1304,Customer 0932,Table,Furniture,Furniture - Table,South,Tamil Nadu,Madurai,8,108259.2,0.1,16521.62
ORD01365,2024-08-17,CUST0796,Customer 0527,Desk,Furniture,Furniture - Desk,South,Telangana,Warangal,3,46737.15,0.05,10728.19
ORD01366,2024-05-27,CUST1109,Customer 1745,Tablet,Technology,Technology - Tablet,East,Odisha,Cuttack,1,23010.35,0.15,2401.24
ORD01367,2024-08-01,CUST0927,Customer 0910,Monitor,Technology,Technology - Monitor,West,Goa,Margao,7,135654.05,0.15,11441.95
ORD01368,2025-11-12,CUST0445,Customer 1460,Cabinet,Furniture,Furniture - Cabinet,North,Punjab,Amritsar,7,49145.25,0.25,2898.25
ORD01369,2025-09-25,CUST1623,Customer 0837,Keyboard,Technology,Technology - Keyboard,West,Goa,Vasco,6,11686.5,0.25,718.66
ORD01370,2025-04-26,CUST1706,Customer 1587,Bookshelf,Furniture,Furniture - Bookshelf,West,Gujarat,Ahmedabad,2,20628.8,0.2,1939.64
ORD01371,2024-12-11,CUST0885,Customer 0370,Stapler,Office Supplies,Office Supplies - Stapler,East,West Bengal,Kolkata,3,1165.35,0.15,259.26
ORD01372,2025-11-14,CUST1178,Customer 1602,Office Chair,Furniture,Furniture - Office Chair,West,Gujarat,Vadodara,3,27012.3,0.05,5505.08
ORD01373,2024-09-08,CUST1564,Customer 1255,Smartphone,Technology,Technology - Smartphone,South,Tamil Nadu,Coimbatore,3,155949.6,0.2,7064.08
ORD01374,2024-01-22,CUST0642,Customer 0731,Notebook,Office Supplies,Office Supplies - Notebook,East,West Bengal,Kolkata,1,94.16,0.12,21.86
ORD01375,2024-03-08,CUST1441,Customer 0359,Mouse,Technology,Technology - Mouse,West,Maharashtra,Pune,6,8121.6,0.2,471.11
ORD01376,2024-06-04,CUST1267,Customer 0840,Bookshelf,Furniture,Furniture - Bookshelf,East,Bihar,Patna,3,31757.88,0.02,6719.47
ORD01377,2025-12-07,CUST0199,Customer 1548,Keyboard,Technology,Technology - Keyboard,South,Telangana,Warangal,4,4423.2,0.05,775.1
ORD01378,2025-05-03,CUST1198,Customer 1172,Smartphone,Technology,Technology - Smartphone,South,Tamil Nadu,Coimbatore,3,43050.48,0.12,5961.43
ORD01379,2025-08-03,CUST0142,Customer 0363,Monitor,Technology,Technology - Monitor,East,Odisha,Rourkela,6,118382.04,0.02,22483.03
ORD01380,2024-06-02,CUST0657,Customer 0599,Keyboard,Technology,Technology - Keyboard,North,Haryana,Faridabad,2,6327.76,0.08,1030.96
ORD01381,2024-01-17,CUST0394,Customer 1052,Notebook,Office Supplies,Office Supplies - Notebook,North,Haryana,Faridabad,7,1022.56,0.12,237.34
ORD01382,2024-06-19,CUST0539,Customer 0920,Table,Furniture,Furniture - Table,East,Odisha,Cuttack,1,14387.88,0.08,2763.07
ORD01383,2025-11-03,CUST0065,Customer 0268,Bookshelf,Furniture,Furniture - Bookshelf,East,Odisha,Rourkela,8,116055.52,0.02,22704.35
ORD01384,2024-07-23,CUST1377,Customer 0554,Notebook,Office Supplies,Office Supplies - Notebook,East,Odisha,Cuttack,8,1863.2,0.15,280.19
ORD01385,2025-03-10,CUST0710,Customer 1473,Stapler,Office Supplies,Office Supplies - Stapler,North,Punjab,Jalandhar,7,2969.12,0.12,518.37
ORD01386,2024-09-30,CUST0174,Customer 1650,Table,Furniture,Furniture - Table,West,Gujarat,Surat,2,31942.4,0.2,4583.8
ORD01387,2024-04-19,CUST0316,Customer 1172,Pen Set,Office Supplies,Office Supplies - Pen Set,East,West Bengal,Kolkata,4,524.4,0.05,121.86
ORD01388,2024-01-14,CUST1785,Customer 0944,Laptop,Technology,Technology - Laptop,East,West Bengal,Siliguri,6,282788.4,0.05,42169.52
ORD01389,2024-02-27,CUST1471,Customer 0188,Pen Set,Office Supplies,Office Supplies - Pen Set,East,Bihar,Patna,3,593.88,0.02,138.88
ORD01390,2024-03-22,CUST1675,Customer 0405,Monitor,Technology,Technology - Monitor,West,Maharashtra,Mumbai,7,102369.75,0.25,809.86
ORD01391,2025-11-23,CUST0163,Customer 0361,Stapler,Office Supplies,Office Supplies - Stapler,West,Gujarat,Surat,1,328.7,0.05,79.91
ORD01392,2024-07-12,CUST1738,Customer 0659,Tablet,Technology,Technology - Tablet,West,Goa,Vasco,2,68660.76,0.02,9204.38
ORD01393,2024-10-30,CUST0514,Customer 1689,Smartphone,Technology,Technology - Smartphone,South,Telangana,Nizamabad,7,303685.2,0.1,28078.93
ORD01394,2024-09-14,CUST1012,Customer 0705,Desk,Furniture,Furniture - Desk,East,Bihar,Muzaffarpur,5,60191.6,0.02,10469.1
ORD01395,2025-04-01,CUST0741,Customer 1430,Notebook,Office Supplies,Office Supplies - Notebook,South,Karnataka,Mangaluru,1,110.0,0.12,23.22
ORD01396,2024-11-22,CUST0615,Customer 1564,File Folder,Office Supplies,Office Supplies - File Folder,East,Bihar,Gaya,8,966.4,0.2,144.61
ORD01397,2024-06-23,CUST0946,Customer 0665,Bookshelf,Furniture,Furniture - Bookshelf,West,Maharashtra,Nagpur,1,13480.72,0.12,1978.68
ORD01398,2024-05-25,CUST1615,Customer 0649,Cabinet,Furniture,Furniture - Cabinet,South,Tamil Nadu,Chennai,7,131243.0,0.0,32793.55
ORD01399,2025-03-20,CUST0034,Customer 0802,Desk,Furniture,Furniture - Desk,South,Tamil Nadu,Chennai,3,34054.65,0.05,5784.51
ORD01400,2024-01-23,CUST1749,Customer 1126,Desk,Furniture,Furniture - Desk,North,Punjab,Ludhiana,8,150875.2,0.05,26671.98
ORD01401,2025-05-26,CUST1364,Customer 0123,Desk,Furniture,Furniture - Desk,West,Gujarat,Vadodara,7,141359.05,0.05,27068.47
ORD01402,2025-05-03,CUST1013,Customer 1646,Office Chair,Furniture,Furniture - Office Chair,East,Odisha,Rourkela,5,33658.2,0.08,5974.36
ORD01403,2025-10-08,CUST0879,Customer 1253,Monitor,Technology,Technology - Monitor,South,Karnataka,Mysuru,3,54253.8,0.1,7038.05
ORD01404,2024-12-15,CUST0970,Customer 0130,Keyboard,Technology,Technology - Keyboard,West,Goa,Margao,6,6462.72,0.12,705.9
ORD01405,2024-08-02,CUST0976,Customer 1612,Monitor,Technology,Technology - Monitor,North,Punjab,Ludhiana,6,87906.72,0.12,10083.75
ORD01406,2025-12-16,CUST1601,Customer 1296,Table,Furniture,Furniture - Table,North,Haryana,Faridabad,4,75148.8,0.05,17264.53
ORD01407,2025-07-30,CUST0196,Customer 0787,Printer Paper,Office Supplies,Office Supplies - Printer Paper,West,Maharashtra,Pune,8,1823.36,0.12,373.56
ORD01408,2025-05-17,CUST0798,Customer 1593,Keyboard,Technology,Technology - Keyboard,North,Delhi,Rohini,8,22809.6,0.1,1832.84
ORD01409,2025-04-30,CUST1690,Customer 1272,Tablet,Technology,Technology - Tablet,West,Gujarat,Ahmedabad,4,77272.0,0.0,12068.12
ORD01410,2025-05-11,CUST1661,Customer 1323,Table,Furniture,Furniture - Table,West,Gujarat,Surat,6,67086.0,0.25,3924.84
ORD01411,2024-03-03,CUST1620,Customer 0771,Keyboard,Technology,Technology - Keyboard,East,Odisha,Rourkela,4,8532.0,0.25,128.8
ORD01412,2024-05-27,CUST1562,Customer 0864,Office Chair,Furniture,Furniture - Office Chair,North,Punjab,Ludhiana,5,27070.0,0.0,6283.78
ORD01413,2025-10-02,CUST1554,Customer 0644,Tablet,Technology,Technology - Tablet,South,Karnataka,Mysuru,7,200790.1,0.05,30120.04
ORD01414,2025-12-24,CUST0662,Customer 0035,Tablet,Technology,Technology - Tablet,South,Tamil Nadu,Chennai,8,162115.6,0.05,24223.06
ORD01415,2025-01-12,CUST1288,Customer 0890,Laptop,Technology,Technology - Laptop,North,Haryana,Faridabad,3,167435.55,0.15,15322.06
ORD01416,2025-09-19,CUST1550,Customer 1165,Pen Set,Office Supplies,Office Supplies - Pen Set,South,Karnataka,Mysuru,1,386.1,0.1,77.58
ORD01417,2025-12-31,CUST0287,Customer 0311,Keyboard,Technology,Technology - Keyboard,East,Bihar,Muzaffarpur,3,8037.96,0.02,1552.58
ORD01418,2024-04-04,CUST0704,Customer 1538,Keyboard,Technology,Technology - Keyboard,West,Goa,Panaji,6,11415.36,0.12,804.7
ORD01419,2025-06-21,CUST0184,Customer 1668,Monitor,Technology,Technology - Monitor,South,Telangana,Hyderabad,7,146133.75,0.05,21386.35
ORD01420,2024-08-20,CUST1317,Customer 1727,Monitor,Technology,Technology - Monitor,West,Maharashtra,Pune,4,32553.0,0.25,-181.06
ORD01421,2024-08-12,CUST0662,Customer 0794,Printer Paper,Office Supplies,Office Supplies - Printer Paper,South,Karnataka,Bengaluru,4,1246.4,0.05,302.31
ORD01422,2025-05-19,CUST0083,Customer 0410,Stapler,Office Supplies,Office Supplies - Stapler,East,Bihar,Gaya,1,392.7,0.15,75.2
ORD01423,2025-05-18,CUST0754,Customer 1043,Notebook,Office Supplies,Office Supplies - Notebook,West,Maharashtra,Nagpur,1,252.84,0.02,67.14
ORD01424,2024-01-08,CUST0796,Customer 0328,Monitor,Technology,Technology - Monitor,West,Maharashtra,Nagpur,5,66390.0,0.25,1490.06
ORD01425,2024-11-30,CUST0925,Customer 0060,Keyboard,Technology,Technology - Keyboard,North,Punjab,Ludhiana,5,11309.2,0.02,1934.29
ORD01426,2024-04-25,CUST1791,Customer 0422,Table,Furniture,Furniture - Table,South,Karnataka,Bengaluru,1,11121.04,0.02,2540.32
ORD01427,2024-08-07,CUST1283,Customer 0471,Keyboard,Technology,Technology - Keyboard,North,Haryana,Panipat,5,8712.0,0.2,212.13
ORD01428,2024-11-13,CUST0423,Customer 1024,Pen Set,Office Supplies,Office Supplies - Pen Set,West,Goa,Panaji,1,199.5,0.05,54.13
ORD01429,2025-09-08,CUST1223,Customer 0585,Stapler,Office Supplies,Office Supplies - Stapler,North,Punjab,Amritsar,3,1418.4,0.2,224.69
ORD01430,2024-01-01,CUST0562,Customer 0001,Printer Paper,Office Supplies,Office Supplies - Printer Paper,East,Bihar,Patna,1,567.0,0.0,169.29
ORD01431,2024-06-12,CUST0391,Customer 0867,Cabinet,Furniture,Furniture - Cabinet,South,Telangana,Nizamabad,2,11887.04,0.12,1559.87
ORD01432,2025-10-31,CUST0619,Customer 0291,Pen Set,Office Supplies,Office Supplies - Pen Set,East,Odisha,Cuttack,1,252.0,0.0,76.07
ORD01433,2025-11-29,CUST0177,Customer 1485,Cabinet,Furniture,Furniture - Cabinet,West,Maharashtra,Nagpur,1,19583.3,0.05,3008.93
ORD01434,2025-12-20,CUST0815,Customer 1389,Monitor,Technology,Technology - Monitor,North,Punjab,Ludhiana,8,84154.8,0.05,10076.53
ORD01435,2025-04-21,CUST0091,Customer 1345,Office Chair,Furniture,Furniture - Office Chair,East,Odisha,Cuttack,7,55069.0,0.0,12453.35
ORD01436,2024-07-26,CUST0386,Customer 0481,Tablet,Technology,Technology - Tablet,North,Haryana,Faridabad,5,57595.5,0.1,8757.69
ORD01437,2025-07-30,CUST1466,Customer 1738,Stapler,Office Supplies,Office Supplies - Stapler,East,Bihar,Patna,7,2273.6,0.2,416.88
ORD01438,2025-09-04,CUST0765,Customer 1349,Notebook,Office Supplies,Office Supplies - Notebook,North,Punjab,Ludhiana,6,1502.4,0.2,245.74
ORD01439,2025-10-16,CUST0763,Customer 0958,Table,Furniture,Furniture - Table,West,Gujarat,Vadodara,6,66507.6,0.05,13229.49
ORD01440,2025-11-22,CUST0519,Customer 0282,Bookshelf,Furniture,Furniture - Bookshelf,West,Goa,Margao,7,58922.85,0.15,6152.47
ORD01441,2025-11-27,CUST1761,Customer 1281,Bookshelf,Furniture,Furniture - Bookshelf,South,Tamil Nadu,Madurai,3,12408.0,0.12,1917.14
ORD01442,2024-06-12,CUST0859,Customer 0230,Keyboard,Technology,Technology - Keyboard,North,Haryana,Panipat,3,3934.65,0.15,212.63
ORD01443,2025-08-12,CUST0338,Customer 1515,File Folder,Office Supplies,Office Supplies - File Folder,East,Bihar,Patna,1,93.75,0.25,13.66
ORD01444,2024-11-29,CUST0805,Customer 0449,Mouse,Technology,Technology - Mouse,North,Punjab,Ludhiana,6,9076.5,0.25,408.91
ORD01445,2024-08-19,CUST1626,Customer 1034,Pen Set,Office Supplies,Office Supplies - Pen Set,South,Telangana,Hyderabad,8,1317.44,0.08,320.53
ORD01446,2024-11-09,CUST1110,Customer 1308,Monitor,Technology,Technology - Monitor,West,Maharashtra,Nagpur,4,80305.2,0.1,11324.52
ORD01447,2024-10-29,CUST1394,Customer 0147,Smartphone,Technology,Technology - Smartphone,East,West Bengal,Kolkata,2,54284.9,0.05,9158.54
ORD01448,2025-01-01,CUST0768,Customer 0427,Tablet,Technology,Technology - Tablet,South,Karnataka,Mysuru,7,77779.8,0.1,7968.82
ORD01449,2025-08-30,CUST0720,Customer 0064,Cabinet,Furniture,Furniture - Cabinet,South,Telangana,Nizamabad,1,21100.0,0.0,4641.99
ORD01450,2025-03-08,CUST0999,Customer 1555,Cabinet,Furniture,Furniture - Cabinet,South,Telangana,Hyderabad,6,126396.0,0.0,26593.39
ORD01451,2024-03-25,CUST1535,Customer 0691,Monitor,Technology,Technology - Monitor,North,Haryana,Gurugram,4,116369.12,0.02,18080.84
ORD01452,2024-11-13,CUST1401,Customer 0263,Keyboard,Technology,Technology - Keyboard,South,Karnataka,Mysuru,8,10791.6,0.15,594.58
ORD01453,2024-07-04,CUST1098,Customer 1339,Notebook,Office Supplies,Office Supplies - Notebook,South,Karnataka,Mangaluru,8,1496.0,0.15,316.56
ORD01454,2025-12-15,CUST0334,Customer 0082,Notebook,Office Supplies,Office Supplies - Notebook,North,Haryana,Gurugram,8,1081.6,0.2,155.18
ORD01455,2025-12-04,CUST0996,Customer 0511,Table,Furniture,Furniture - Table,North,Punjab,Ludhiana,3,55033.86,0.02,10177.4
ORD01456,2024-11-05,CUST1196,Customer 1732,Monitor,Technology,Technology - Monitor,West,Gujarat,Ahmedabad,3,43087.44,0.12,5741.2
ORD01457,2024-04-13,CUST1240,Customer 1153,Desk,Furniture,Furniture - Desk,South,Telangana,Hyderabad,3,32948.85,0.05,6976.21
ORD01458,2025-03-16,CUST0218,Customer 0858,Monitor,Technology,Technology - Monitor,South,Tamil Nadu,Madurai,1,23063.04,0.12,2647.33
ORD01459,2025-12-19,CUST1798,Customer 1362,Office Chair,Furniture,Furniture - Office Chair,North,Punjab,Jalandhar,7,41818.56,0.02,7359.21
ORD01460,2024-05-20,CUST0383,Customer 1362,Cabinet,Furniture,Furniture - Cabinet,South,Telangana,Hyderabad,2,11001.0,0.05,1753.67
ORD01461,2025-05-04,CUST0082,Customer 0476,Monitor,Technology,Technology - Monitor,North,Haryana,Faridabad,2,25632.6,0.15,1455.11
ORD01462,2025-12-19,CUST1615,Customer 0025,Smartphone,Technology,Technology - Smartphone,North,Delhi,Rohini,7,96915.28,0.12,6667.72
ORD01463,2024-01-10,CUST1763,Customer 0984,Keyboard,Technology,Technology - Keyboard,North,Haryana,Panipat,5,5548.4,0.12,763.78
ORD01464,2024-08-07,CUST1285,Customer 1109,Smartphone,Technology,Technology - Smartphone,South,Tamil Nadu,Coimbatore,2,44708.3,0.15,4101.66
ORD01465,2024-03-10,CUST0506,Customer 1284,Smartphone,Technology,Technology - Smartphone,West,Goa,Panaji,8,381376.8,0.02,62657.38
ORD01466,2024-03-02,CUST0057,Customer 0395,Bookshelf,Furniture,Furniture - Bookshelf,West,Gujarat,Surat,7,28970.48,0.12,5111.86
ORD01467,2024-08-18,CUST1324,Customer 1786,Pen Set,Office Supplies,Office Supplies - Pen Set,South,Tamil Nadu,Madurai,3,776.25,0.25,126.99
ORD01468,2024-10-21,CUST0064,Customer 0855,Printer Paper,Office Supplies,Office Supplies - Printer Paper,West,Goa,Vasco,8,5056.8,0.02,1282.5
ORD01469,2025-10-18,CUST0952,Customer 1332,Keyboard,Technology,Technology - Keyboard,East,Bihar,Patna,1,1991.7,0.1,212.04
ORD01470,2025-06-07,CUST1240,Customer 1228,Bookshelf,Furniture,Furniture - Bookshelf,North,Punjab,Amritsar,8,61950.0,0.25,7209.51
ORD01471,2024-04-03,CUST1294,Customer 0129,File Folder,Office Supplies,Office Supplies - File Folder,West,Gujarat,Surat,8,882.0,0.25,118.06
ORD01472,2025-06-09,CUST1160,Customer 0392,Bookshelf,Furniture,Furniture - Bookshelf,North,Punjab,Jalandhar,4,32134.08,0.12,5995.49
ORD01473,2025-11-23,CUST1372,Customer 1350,Bookshelf,Furniture,Furniture - Bookshelf,West,Gujarat,Vadodara,7,53946.9,0.1,9323.15
ORD01474,2024-07-13,CUST1635,Customer 0948,Keyboard,Technology,Technology - Keyboard,West,Goa,Margao,6,13153.5,0.25,239.28
ORD01475,2024-10-25,CUST1327,Customer 1659,File Folder,Office Supplies,Office Supplies - File Folder,West,Maharashtra,Nagpur,4,394.24,0.12,70.43
ORD01476,2024-10-04,CUST1242,Customer 0148,Bookshelf,Furniture,Furniture - Bookshelf,West,Gujarat,Surat,8,90140.16,0.12,11331.27
ORD01477,2024-01-04,CUST0932,Customer 1128,Office Chair,Furniture,Furniture - Office Chair,South,Telangana,Warangal,2,14571.0,0.1,2902.9
ORD01478,2024-02-22,CUST0976,Customer 0896,Pen Set,Office Supplies,Office Supplies - Pen Set,South,Karnataka,Mysuru,7,2357.6,0.2,395.19
ORD01479,2024-05-05,CUST0569,Customer 0221,Bookshelf,Furniture,Furniture - Bookshelf,East,West Bengal,Kolkata,6,29352.0,0.0,7272.66
ORD01480,2025-12-04,CUST1161,Customer 0123,File Folder,Office Supplies,Office Supplies - File Folder,North,Delhi,New Delhi,7,784.0,0.0,236.22
ORD01481,2024-10-10,CUST1267,Customer 1237,Laptop,Technology,Technology - Laptop,North,Haryana,Panipat,5,336568.2,0.08,35150.87
ORD01482,2024-01-24,CUST1690,Customer 0785,Pen Set,Office Supplies,Office Supplies - Pen Set,North,Delhi,New Delhi,6,2704.8,0.08,540.28
ORD01483,2025-08-07,CUST1732,Customer 0833,Keyboard,Technology,Technology - Keyboard,East,West Bengal,Kolkata,5,13185.9,0.02,1670.06
ORD01484,2024-06-26,CUST1375,Customer 0632,Smartphone,Technology,Technology - Smartphone,South,Telangana,Hyderabad,4,130594.8,0.02,15573.88
ORD01485,2024-08-25,CUST0910,Customer 0907,Table,Furniture,Furniture - Table,South,Tamil Nadu,Chennai,2,37006.76,0.02,7463.63
ORD01486,2024-01-24,CUST1793,Customer 1074,Mouse,Technology,Technology - Mouse,South,Telangana,Warangal,5,4960.0,0.2,272.46
ORD01487,2025-09-22,CUST1441,Customer 0159,Bookshelf,Furniture,Furniture - Bookshelf,East,Odisha,Rourkela,7,72411.36,0.08,12008.47
ORD01488,2024-08-11,CUST1465,Customer 0596,Stapler,Office Supplies,Office Supplies - Stapler,West,Gujarat,Ahmedabad,6,1530.0,0.15,259.23
ORD01489,2025-07-30,CUST0045,Customer 0797,Monitor,Technology,Technology - Monitor,South,Karnataka,Mangaluru,4,35580.8,0.2,2741.34
ORD01490,2025-05-17,CUST0184,Customer 0896,Pen Set,Office Supplies,Office Supplies - Pen Set,North,Punjab,Ludhiana,7,2632.0,0.2,507.28
ORD01491,2024-09-23,CUST1200,Customer 1321,Bookshelf,Furniture,Furniture - Bookshelf,West,Gujarat,Surat,8,50084.0,0.05,8515.83
ORD01492,2025-01-08,CUST0326,Customer 0190,File Folder,Office Supplies,Office Supplies - File Folder,West,Maharashtra,Pune,1,233.68,0.08,45.15
ORD01493,2025-06-21,CUST1759,Customer 0893,File Folder,Office Supplies,Office Supplies - File Folder,East,Odisha,Bhubaneswar,5,831.25,0.05,187.82
ORD01494,2024-06-19,CUST1173,Customer 1341,Desk,Furniture,Furniture - Desk,West,Gujarat,Surat,2,28608.16,0.02,6255.91
ORD01495,2025-03-09,CUST0401,Customer 1235,Printer Paper,Office Supplies,Office Supplies - Printer Paper,North,Haryana,Faridabad,3,1110.0,0.0,327.03
ORD01496,2024-07-02,CUST1482,Customer 0367,Notebook,Office Supplies,Office Supplies - Notebook,East,West Bengal,Durgapur,2,474.0,0.25,72.7
ORD01497,2024-11-29,CUST1026,Customer 1034,Keyboard,Technology,Technology - Keyboard,West,Maharashtra,Mumbai,3,4083.75,0.25,235.08
ORD01498,2025-04-25,CUST1709,Customer 0753,Monitor,Technology,Technology - Monitor,West,Maharashtra,Mumbai,3,36801.84,0.08,5701.9
ORD01499,2024-06-28,CUST1242,Customer 1546,Pen Set,Office Supplies,Office Supplies - Pen Set,South,Karnataka,Mysuru,2,855.6,0.08,170.24
ORD01500,2024-10-21,CUST0809,Customer 1128,Laptop,Technology,Technology - Laptop,South,Karnataka,Bengaluru,8,509830.4,0.2,37830.45
ORD01501,2024-12-28,CUST0835,Customer 0342,Stapler,Office Supplies,Office Supplies - Stapler,South,Telangana,Nizamabad,7,3175.2,0.1,688.63
ORD01502,2024-03-16,CUST0845,Customer 0784,Stapler,Office Supplies,Office Supplies - Stapler,West,Maharashtra,Mumbai,6,2975.4,0.1,548.2
ORD01503,2025-05-13,CUST1308,Customer 1537,Bookshelf,Furniture,Furniture - Bookshelf,North,Delhi,Dwarka,4,15684.16,0.08,2679.53
ORD01504,2025-02-09,CUST0900,Customer 0518,Monitor,Technology,Technology - Monitor,West,Goa,Margao,4,54652.0,0.0,11041.91
ORD01505,2025-01-15,CUST0106,Customer 0503,Cabinet,Furniture,Furniture - Cabinet,South,Telangana,Warangal,4,76687.8,0.05,14245.83
ORD01506,2024-02-24,CUST1787,Customer 0888,Mouse,Technology,Technology - Mouse,East,Odisha,Cuttack,6,11755.5,0.15,1392.6
ORD01507,2025-07-18,CUST0679,Customer 0397,Keyboard,Technology,Technology - Keyboard,North,Punjab,Jalandhar,8,5536.0,0.2,140.73
ORD01508,2024-05-29,CUST1292,Customer 1068,Table,Furniture,Furniture - Table,West,Maharashtra,Mumbai,5,29905.0,0.0,6601.84
ORD01509,2025-09-19,CUST0105,Customer 1641,Office Chair,Furniture,Furniture - Office Chair,South,Tamil Nadu,Coimbatore,8,75215.36,0.12,10289.02
ORD01510,2025-03-19,CUST1160,Customer 1037,File Folder,Office Supplies,Office Supplies - File Folder,East,Odisha,Cuttack,1,172.5,0.25,26.01
ORD01511,2025-03-26,CUST0403,Customer 0191,Smartphone,Technology,Technology - Smartphone,South,Tamil Nadu,Madurai,5,116061.5,0.05,18972.42
ORD01512,2024-02-12,CUST0399,Customer 0857,Stapler,Office Supplies,Office Supplies - Stapler,North,Punjab,Ludhiana,1,275.0,0.0,84.23
ORD01513,2025-07-14,CUST0335,Customer 1759,Printer Paper,Office Supplies,Office Supplies - Printer Paper,South,Karnataka,Mysuru,5,1785.0,0.0,552.07
ORD01514,2025-04-24,CUST1371,Customer 0942,Tablet,Technology,Technology - Tablet,South,Karnataka,Bengaluru,3,81696.0,0.2,2380.54
ORD01515,2025-08-13,CUST1368,Customer 1397,Table,Furniture,Furniture - Table,North,Punjab,Amritsar,6,81026.88,0.12,12651.27
ORD01516,2024-08-19,CUST1043,Customer 0616,File Folder,Office Supplies,Office Supplies - File Folder,North,Haryana,Gurugram,1,136.8,0.2,19.39
ORD01517,2024-09-20,CUST1605,Customer 0449,Cabinet,Furniture,Furniture - Cabinet,East,Bihar,Gaya,2,14772.0,0.25,892.08
ORD01518,2025-07-09,CUST0679,Customer 0613,Monitor,Technology,Technology - Monitor,West,Maharashtra,Nagpur,6,114857.1,0.15,9308.4
ORD01519,2025-11-09,CUST1670,Customer 0886,Smartphone,Technology,Technology - Smartphone,West,Goa,Margao,2,71150.0,0.0,11729.07
ORD01520,2025-01-14,CUST1008,Customer 0812,Monitor,Technology,Technology - Monitor,South,Karnataka,Mysuru,2,35129.28,0.08,4388.41
ORD01521,2024-10-20,CUST1225,Customer 0670,Printer Paper,Office Supplies,Office Supplies - Printer Paper,South,Tamil Nadu,Chennai,4,2135.6,0.05,489.88
ORD01522,2024-03-25,CUST0190,Customer 1626,Stapler,Office Supplies,Office Supplies - Stapler,East,West Bengal,Kolkata,1,147.0,0.25,18.64
ORD01523,2024-06-30,CUST0752,Customer 1391,Printer Paper,Office Supplies,Office Supplies - Printer Paper,East,West Bengal,Durgapur,1,286.2,0.1,72.61
ORD01524,2024-11-13,CUST0169,Customer 0081,Pen Set,Office Supplies,Office Supplies - Pen Set,East,West Bengal,Kolkata,6,906.0,0.0,280.59
ORD01525,2025-05-17,CUST1078,Customer 0147,Notebook,Office Supplies,Office Supplies - Notebook,West,Maharashtra,Pune,2,388.8,0.1,87.18
ORD01526,2025-09-12,CUST1243,Customer 0459,Pen Set,Office Supplies,Office Supplies - Pen Set,West,Maharashtra,Pune,5,675.0,0.25,67.63
ORD01527,2025-11-11,CUST0735,Customer 1043,Pen Set,Office Supplies,Office Supplies - Pen Set,East,Odisha,Cuttack,3,1092.0,0.2,201.83
ORD01528,2024-11-12,CUST1441,Customer 0318,Bookshelf,Furniture,Furniture - Bookshelf,South,Tamil Nadu,Chennai,6,41118.48,0.08,7109.51
ORD01529,2024-05-31,CUST0151,Customer 0579,Laptop,Technology,Technology - Laptop,East,Bihar,Patna,2,141398.0,0.05,16182.46
ORD01530,2025-03-21,CUST0620,Customer 1453,Bookshelf,Furniture,Furniture - Bookshelf,West,Goa,Margao,7,31542.0,0.25,3181.02
ORD01531,2025-02-04,CUST1723,Customer 1748,Monitor,Technology,Technology - Monitor,East,Odisha,Bhubaneswar,4,79603.44,0.02,9784.3
ORD01532,2025-11-05,CUST0670,Customer 1527,Cabinet,Furniture,Furniture - Cabinet,West,Gujarat,Surat,7,87376.8,0.2,7045.39
ORD01533,2024-07-07,CUST0852,Customer 0191,Stapler,Office Supplies,Office Supplies - Stapler,North,Haryana,Panipat,1,536.75,0.05,149.67
ORD01534,2024-09-02,CUST0856,Customer 0079,Bookshelf,Furniture,Furniture - Bookshelf,West,Maharashtra,Mumbai,8,62942.72,0.08,12189.66
ORD01535,2025-09-21,CUST1581,Customer 1689,Mouse,Technology,Technology - Mouse,North,Haryana,Faridabad,6,10686.0,0.0,1478.6
ORD01536,2025-11-27,CUST1210,Customer 1255,Printer Paper,Office Supplies,Office Supplies - Printer Paper,West,Maharashtra,Pune,5,2214.25,0.15,484.18
ORD01537,2025-04-10,CUST0682,Customer 0037,Printer Paper,Office Supplies,Office Supplies - Printer Paper,South,Telangana,Hyderabad,5,2100.0,0.2,259.48
ORD01538,2025-04-19,CUST0615,Customer 1336,Table,Furniture,Furniture - Table,East,Odisha,Cuttack,4,37399.84,0.08,6430.59
ORD01539,2024-01-05,CUST0921,Customer 0490,Smartphone,Technology,Technology - Smartphone,North,Punjab,Amritsar,4,64977.76,0.08,10536.84
ORD01540,2024-10-07,CUST1501,Customer 1628,Office Chair,Furniture,Furniture - Office Chair,South,Karnataka,Bengaluru,7,27651.75,0.25,3096.54
ORD01541,2024-08-06,CUST0797,Customer 1149,Pen Set,Office Supplies,Office Supplies - Pen Set,East,Odisha,Rourkela,5,2445.1,0.02,702.77
ORD01542,2024-07-24,CUST1325,Customer 0503,Pen Set,Office Supplies,Office Supplies - Pen Set,West,Goa,Vasco,1,382.5,0.15,58.86
